unit	cluster	hap1	hap2	purity	score
545	0	0	30	1.0000	0.0000
992	0	0	25	1.0000	266.9865
120	0	0	26	1.0000	43.9498
742	1	0	23	1.0000	265.3651
1719	0	23	25	0.5208	0.0000
103	1	0	24	1.0000	223.7649
1117	0	0	18	1.0000	179.5834
1570	0	0	23	1.0000	0.0000
233	1	2	20	0.9091	37.0198
62	0	28	0	1.0000	181.6728
1912	0	32	18	0.6400	0.0000
1451	0	33	0	1.0000	0.0000
493	0	23	0	1.0000	153.8205
1039	0	19	9	0.6786	57.0860
810	0	28	1	0.9655	62.3107
321	0	33	18	0.6471	34.2348
1893	0	15	20	0.5714	0.0000
732	0	33	0	1.0000	330.1116
452	1	22	0	1.0000	393.1748
862	1	34	0	1.0000	61.2794
81	1	0	31	1.0000	47.2035
1902	0	17	17	0.5000	0.0000
1746	1	0	19	1.0000	218.7205
289	0	22	0	1.0000	0.0000
226	1	0	25	1.0000	91.8731
401	0	0	27	1.0000	66.6231
1148	0	0	31	1.0000	0.0000
681	1	23	1	0.9583	83.7710
638	1	0	31	1.0000	351.8891
138	0	18	0	1.0000	179.2600
1648	1	23	2	0.9200	31.8267
1851	0	29	19	0.6042	0.0000
216	0	28	13	0.6829	61.0297
429	1	31	0	1.0000	81.9586
623	0	2	21	0.9130	77.5330
1769	0	30	6	0.8333	51.9156
39	1	0	19	1.0000	196.4655
1205	1	0	29	1.0000	217.6090
1739	0	0	30	1.0000	313.8956
1638	0	5	24	0.8276	36.6440
45	1	0	29	1.0000	360.9171
126	0	35	0	1.0000	298.0460
1086	1	36	19	0.6545	85.3594
696	0	0	27	1.0000	172.2507
376	1	34	0	1.0000	418.5149
505	1	0	35	1.0000	315.7067
300	0	0	27	1.0000	0.0000
778	0	0	30	1.0000	146.6401
535	0	22	0	1.0000	30.9003
1108	1	26	0	1.0000	228.6939
1135	1	22	0	1.0000	117.4038
1150	0	0	28	1.0000	203.1896
491	0	0	33	1.0000	253.0332
1693	1	24	0	1.0000	50.5013
1935	0	19	23	0.5476	0.0000
678	0	22	1	0.9565	53.7674
685	0	0	23	1.0000	75.8700
1711	0	34	19	0.6415	0.0000
642	0	28	27	0.5091	0.0000
1553	1	26	0	1.0000	194.5428
1151	1	28	0	1.0000	272.7623
1585	0	20	0	1.0000	0.0000
776	1	28	0	1.0000	266.7509
647	1	34	0	1.0000	304.1905
1296	1	35	0	1.0000	216.3697
1139	0	29	34	0.5397	0.0000
1021	1	1	28	0.9655	192.0808
505	0	29	0	1.0000	315.7067
23	1	29	0	1.0000	304.1017
1414	0	23	20	0.5349	0.0000
217	1	28	5	0.8485	59.5481
248	0	13	34	0.7234	38.9770
1161	1	29	1	0.9667	97.7058
1825	1	27	2	0.9310	70.7552
1700	1	27	0	1.0000	100.3705
576	1	0	25	1.0000	110.4550
337	1	0	31	1.0000	289.6944
517	0	0	18	1.0000	0.0000
225	1	23	0	1.0000	227.2508
930	1	24	0	1.0000	281.1491
1536	0	23	0	1.0000	219.6388
1709	1	39	0	1.0000	247.1690
1196	0	0	31	1.0000	0.0000
628	1	2	8	0.8000	45.0619
954	1	6	5	0.5455	80.9962
969	1	30	1	0.9677	311.1813
1463	0	2	33	0.9429	91.6389
1464	0	0	33	1.0000	0.0000
1257	0	28	30	0.5172	0.0000
829	0	34	0	1.0000	0.0000
1424	0	1	27	0.9643	217.1455
1688	0	24	4	0.8571	50.9574
1078	0	24	0	1.0000	251.5256
675	1	26	0	1.0000	298.1056
1910	0	19	24	0.5581	0.0000
993	1	29	0	1.0000	41.9380
712	1	30	3	0.9091	33.4076
471	1	23	0	1.0000	64.1988
598	1	25	0	1.0000	254.5051
415	0	22	0	1.0000	0.0000
448	0	30	0	1.0000	265.3079
1901	0	24	26	0.5200	0.0000
24	0	26	0	1.0000	299.0175
847	0	19	20	0.5128	0.0000
515	1	0	2	1.0000	52.8619
312	1	35	0	1.0000	171.9680
1069	0	26	8	0.7647	96.0313
1284	1	0	30	1.0000	82.4114
1806	0	15	0	1.0000	0.0000
1438	1	24	16	0.6000	53.0246
962	1	2	26	0.9286	70.0219
1005	0	0	26	1.0000	222.3403
38	1	22	0	1.0000	230.4077
378	0	0	39	1.0000	382.1028
1469	0	22	0	1.0000	36.7806
1579	0	0	19	1.0000	233.8211
1683	1	21	0	1.0000	75.9888
890	0	18	12	0.6000	75.2593
338	0	32	0	1.0000	0.0000
1286	1	17	2	0.8947	240.5967
957	0	30	28	0.5172	59.9280
252	0	3	22	0.8800	47.4605
516	0	1	4	0.8000	63.0566
711	0	0	23	1.0000	70.7528
1457	0	21	0	1.0000	0.0000
163	1	24	2	0.9231	67.0693
502	0	21	0	1.0000	0.0000
135	0	0	26	1.0000	282.4477
587	0	2	23	0.9200	190.2030
751	1	1	27	0.9643	223.4251
579	0	23	0	1.0000	129.3203
438	1	38	0	1.0000	362.4537
1682	0	1	23	0.9583	67.5567
340	0	1	27	0.9643	306.3704
987	0	25	0	1.0000	306.7406
1481	0	0	28	1.0000	0.0000
908	0	1	36	0.9730	89.5228
618	1	0	32	1.0000	38.7414
659	0	21	24	0.5333	63.1282
1408	0	31	0	1.0000	293.0599
358	1	23	0	1.0000	312.7713
165	1	0	35	1.0000	87.6255
1760	1	0	26	1.0000	297.4565
427	1	30	0	1.0000	43.3444
1052	0	27	0	1.0000	348.6557
1726	0	0	25	1.0000	0.0000
747	0	0	22	1.0000	175.9963
1290	0	33	20	0.6226	0.0000
652	0	0	18	1.0000	53.5710
1432	0	22	1	0.9565	61.7643
1028	0	0	35	1.0000	0.0000
1235	0	0	28	1.0000	0.0000
968	0	30	0	1.0000	317.4043
121	0	0	31	1.0000	137.2680
1016	1	36	0	1.0000	350.3953
813	0	22	22	0.5000	0.0000
1289	0	26	0	1.0000	186.6571
1677	1	34	0	1.0000	337.5307
561	0	31	0	1.0000	92.7130
105	1	2	29	0.9355	147.3758
1564	0	28	0	1.0000	304.2135
32	0	28	0	1.0000	507.9984
1752	1	33	0	1.0000	98.5627
617	1	1	32	0.9697	62.6132
377	0	36	0	1.0000	429.4369
781	0	28	6	0.8235	56.8332
456	1	23	0	1.0000	78.7836
1781	0	25	11	0.6944	0.0000
836	1	26	0	1.0000	137.5080
138	1	0	33	1.0000	179.2600
1317	0	22	0	1.0000	52.0701
1617	1	1	26	0.9630	296.1759
327	1	0	18	1.0000	42.3818
1559	0	30	0	1.0000	0.0000
937	1	1	31	0.9688	121.4324
1278	1	0	27	1.0000	273.6033
187	1	0	26	1.0000	189.6405
513	0	8	24	0.7500	73.8816
270	1	0	20	1.0000	231.2423
1339	0	22	24	0.5217	0.0000
639	0	0	37	1.0000	0.0000
1037	1	36	0	1.0000	130.7464
54	0	0	30	1.0000	391.8880
1309	1	34	0	1.0000	292.7306
1153	0	0	14	1.0000	86.8105
1088	0	0	31	1.0000	0.0000
1587	1	30	0	1.0000	333.4625
439	1	31	1	0.9688	274.7373
1576	1	22	1	0.9565	127.0804
1490	0	21	20	0.5122	0.0000
629	0	24	16	0.6000	0.0000
1094	1	19	0	1.0000	231.0720
1574	1	27	0	1.0000	181.7560
83	1	0	28	1.0000	61.9265
1849	0	24	0	1.0000	73.2546
398	0	0	28	1.0000	0.0000
987	1	0	28	1.0000	306.7406
915	0	34	0	1.0000	222.1149
180	0	0	20	1.0000	45.8388
1434	0	0	27	1.0000	289.0870
1333	0	0	21	1.0000	173.1423
201	1	24	0	1.0000	214.9450
842	0	24	0	1.0000	279.5946
1275	0	43	21	0.6719	0.0000
412	0	1	24	0.9600	231.1673
1255	1	0	22	1.0000	104.8113
616	0	1	31	0.9688	165.9074
342	0	0	23	1.0000	0.0000
70	0	38	0	1.0000	0.0000
789	1	0	30	1.0000	70.3797
1932	1	11	0	1.0000	170.3324
1592	0	1	37	0.9737	89.4697
360	1	33	0	1.0000	684.1267
1335	1	4	12	0.7500	48.7104
506	0	28	0	1.0000	350.5742
1156	1	1	17	0.9444	60.7595
1478	1	3	0	1.0000	43.6153
1279	1	28	0	1.0000	77.5165
490	0	24	1	0.9600	285.2705
1167	0	0	27	1.0000	0.0000
892	0	3	7	0.7000	58.7752
1636	0	35	0	1.0000	1395.4496
1272	1	0	24	1.0000	329.6203
563	0	26	0	1.0000	229.5365
1639	0	30	0	1.0000	255.0524
1723	0	0	26	1.0000	0.0000
204	1	26	18	0.5909	61.6015
348	1	0	25	1.0000	167.7749
1071	0	25	1	0.9615	179.5958
1160	1	23	3	0.8846	44.0977
33	1	29	2	0.9355	419.5273
1520	2	0	26	1.0000	631.6443
965	1	0	25	1.0000	95.9058
955	1	11	23	0.6765	51.2297
1631	0	22	0	1.0000	0.0000
638	0	32	0	1.0000	351.8891
157	0	0	32	1.0000	239.5382
383	1	0	33	1.0000	312.0299
1864	0	27	18	0.6000	0.0000
335	1	30	0	1.0000	64.9240
842	1	0	34	1.0000	279.5946
351	0	0	24	1.0000	251.8974
1445	2	0	30	1.0000	167.7838
169	1	2	35	0.9459	47.6786
599	1	0	23	1.0000	251.3450
1907	0	15	18	0.5455	0.0000
222	1	1	21	0.9545	64.2690
1701	1	1	20	0.9524	32.6947
915	1	0	35	1.0000	222.1149
1766	1	1	5	0.8333	69.2123
251	0	29	3	0.9062	40.6201
520	1	1	23	0.9583	395.7568
107	1	0	31	1.0000	310.8225
89	1	28	1	0.9655	66.6082
44	0	1	26	0.9630	1311.5147
361	0	25	0	1.0000	276.9066
989	1	20	0	1.0000	199.4309
550	0	30	29	0.5085	0.0000
108	1	26	0	1.0000	389.6419
1044	1	2	23	0.9200	44.0058
1557	1	25	0	1.0000	211.5658
998	1	0	26	1.0000	237.0660
1311	0	35	0	1.0000	172.0477
750	0	33	0	1.0000	74.1625
1691	0	0	22	1.0000	54.5555
1145	0	0	29	1.0000	320.5706
1050	1	0	30	1.0000	208.4520
1591	0	28	0	1.0000	50.7161
752	1	0	28	1.0000	85.9199
271	1	28	0	1.0000	336.0619
740	1	25	0	1.0000	64.6212
1178	0	0	22	1.0000	106.9122
1284	0	21	0	1.0000	82.4114
1405	1	28	0	1.0000	287.5307
656	0	25	29	0.5370	0.0000
1925	1	3	18	0.8571	79.9549
75	0	22	22	0.5000	0.0000
381	0	0	17	1.0000	55.4502
521	0	23	21	0.5227	58.9716
1024	1	0	20	1.0000	73.9137
211	0	0	26	1.0000	282.1732
71	1	2	21	0.9130	86.5115
1804	0	14	0	1.0000	0.0000
976	0	0	30	1.0000	226.6989
646	0	25	32	0.5614	91.6263
1130	0	28	24	0.5385	0.0000
844	0	40	0	1.0000	0.0000
584	0	23	29	0.5577	0.0000
1256	0	21	22	0.5116	0.0000
1647	0	22	0	1.0000	141.9231
683	1	0	26	1.0000	63.2130
1410	0	22	0	1.0000	276.1688
1124	0	36	33	0.5217	0.0000
1281	0	27	10	0.7297	43.9170
1791	0	17	19	0.5278	0.0000
365	0	0	33	1.0000	0.0000
318	2	16	0	1.0000	763.2707
1359	1	0	31	1.0000	335.5936
1258	1	23	0	1.0000	556.0022
1572	0	34	0	1.0000	301.8931
1068	1	29	5	0.8529	103.4542
1104	0	19	0	1.0000	0.0000
724	1	39	0	1.0000	359.7711
551	0	24	1	0.9600	57.3233
1686	0	23	0	1.0000	0.0000
624	0	1	24	0.9600	44.7560
834	1	23	0	1.0000	194.3175
15	0	39	0	1.0000	313.3247
1687	1	19	0	1.0000	226.4879
339	0	30	0	1.0000	0.0000
16	1	0	30	1.0000	31.9989
1141	1	34	0	1.0000	277.3100
84	0	35	0	1.0000	283.7811
257	0	1	27	0.9643	99.5686
1344	0	21	25	0.5435	0.0000
1511	1	0	27	1.0000	256.8052
777	1	30	0	1.0000	262.7882
1173	1	0	25	1.0000	250.4350
1425	1	23	0	1.0000	44.6611
1006	0	0	33	1.0000	0.0000
731	1	33	0	1.0000	180.4293
698	0	19	5	0.7917	31.8526
889	0	35	19	0.6481	39.6931
26	0	24	0	1.0000	0.0000
77	1	0	30	1.0000	311.1722
1658	0	0	29	1.0000	0.0000
1319	0	0	31	1.0000	189.7902
1943	0	19	23	0.5476	0.0000
224	0	25	0	1.0000	197.1388
1488	1	28	0	1.0000	175.2556
474	1	1	27	0.9643	140.1228
663	1	0	27	1.0000	52.6107
1273	0	34	21	0.6182	0.0000
1132	1	0	20	1.0000	57.0015
400	1	3	22	0.8800	37.8528
1250	0	0	31	1.0000	319.2592
1231	0	30	0	1.0000	0.0000
1340	0	24	22	0.5217	0.0000
1776	0	11	9	0.5500	0.0000
1926	0	22	21	0.5116	0.0000
1599	0	0	29	1.0000	265.2734
733	0	37	1	0.9737	306.9543
891	0	32	24	0.5714	0.0000
210	0	0	33	1.0000	0.0000
1887	0	24	16	0.6000	0.0000
294	0	5	30	0.8571	67.9012
1618	2	27	0	1.0000	903.5626
835	1	0	30	1.0000	353.9959
316	1	1	23	0.9583	45.5176
136	0	23	0	1.0000	298.0736
1494	0	30	0	1.0000	285.1020
1242	1	29	0	1.0000	52.7537
24	1	0	27	1.0000	299.0175
1085	0	20	20	0.5000	66.4146
442	1	21	0	1.0000	229.4612
1288	0	0	25	1.0000	105.4892
44	2	28	0	1.0000	1311.5147
137	1	0	32	1.0000	328.7250
626	1	25	0	1.0000	46.2267
974	1	25	1	0.9615	62.5295
691	1	22	0	1.0000	60.5921
1176	1	0	27	1.0000	761.4675
1094	0	0	23	1.0000	231.0720
535	1	0	15	1.0000	30.9003
1552	0	30	0	1.0000	131.5856
972	0	24	0	1.0000	0.0000
878	1	9	0	1.0000	31.5951
1141	0	0	23	1.0000	277.3100
1603	1	30	0	1.0000	300.9694
1433	1	0	16	1.0000	136.7607
1354	0	0	31	1.0000	344.4464
1753	0	29	0	1.0000	455.9287
432	0	0	24	1.0000	288.9687
54	1	25	0	1.0000	391.8880
1327	1	23	1	0.9583	274.8157
495	1	21	0	1.0000	57.5154
1698	0	19	22	0.5366	72.4267
589	1	0	27	1.0000	59.9933
370	0	4	23	0.8519	116.9706
684	0	33	0	1.0000	87.4712
1003	1	21	0	1.0000	262.4053
1390	1	0	17	1.0000	204.7553
1685	0	20	0	1.0000	125.9470
493	1	0	31	1.0000	153.8205
1302	1	32	0	1.0000	318.0278
172	0	1	39	0.9750	49.9509
618	0	24	0	1.0000	38.7414
646	1	4	4	0.5000	91.6263
223	1	26	0	1.0000	84.5730
648	1	34	0	1.0000	117.1414
61	0	25	0	1.0000	189.1494
1913	0	37	19	0.6607	0.0000
566	0	23	0	1.0000	0.0000
191	1	21	1	0.9545	51.6895
1745	0	0	31	1.0000	0.0000
968	1	0	32	1.0000	317.4043
17	0	1	21	0.9545	84.9420
230	0	0	28	1.0000	0.0000
262	0	42	0	1.0000	408.8803
1656	0	20	23	0.5349	49.3722
1084	1	3	4	0.5714	96.6989
1470	1	20	0	1.0000	200.4877
1197	0	1	20	0.9524	36.7593
537	1	1	31	0.9688	295.9268
666	0	36	0	1.0000	258.3651
1269	0	0	18	1.0000	0.0000
1526	1	30	0	1.0000	250.3985
1495	0	29	0	1.0000	487.9784
1430	0	3	3	0.5000	289.0282
964	0	0	23	1.0000	140.2654
1744	0	0	34	1.0000	83.3406
1217	0	2	21	0.9130	46.6174
1533	0	17	1	0.9444	46.4468
688	0	35	0	1.0000	230.5614
281	0	26	24	0.5200	0.0000
1022	0	30	0	1.0000	480.5769
34	1	0	35	1.0000	389.3880
984	1	25	0	1.0000	294.8241
512	1	18	7	0.7200	53.2767
1109	0	26	0	1.0000	170.4760
147	0	0	32	1.0000	0.0000
945	1	0	22	1.0000	205.4517
1598	0	0	34	1.0000	0.0000
1199	0	27	0	1.0000	163.1175
861	1	29	0	1.0000	182.3318
200	3	3	21	0.8750	3372.0492
723	1	0	31	1.0000	301.8319
438	0	0	31	1.0000	362.4537
400	0	23	2	0.9200	37.8528
315	1	0	20	1.0000	111.0404
1201	1	0	28	1.0000	218.3317
331	0	26	0	1.0000	0.0000
1	0	22	0	1.0000	336.6773
574	0	0	25	1.0000	215.4196
385	1	0	26	1.0000	287.1272
1208	1	19	0	1.0000	298.0216
909	1	32	0	1.0000	118.0219
1295	1	0	20	1.0000	202.9003
1061	1	19	0	1.0000	58.9692
83	0	35	0	1.0000	61.9265
1101	1	0	19	1.0000	44.7070
1844	1	3	3	0.5000	39.1338
880	1	28	2	0.9333	102.9911
111	0	29	0	1.0000	336.4630
533	1	22	0	1.0000	121.5373
1229	1	15	28	0.6512	45.7815
37	0	0	20	1.0000	37.1124
1051	0	0	26	1.0000	276.3986
1751	0	29	0	1.0000	0.0000
898	0	25	0	1.0000	257.9746
1922	0	20	20	0.5000	0.0000
860	1	26	1	0.9630	89.5984
657	0	20	26	0.5652	0.0000
1123	0	41	31	0.5694	0.0000
1769	1	1	13	0.9286	51.9156
1466	1	20	12	0.6250	47.6156
1064	1	15	4	0.7895	75.4814
1315	1	27	0	1.0000	250.2987
1638	1	21	1	0.9545	36.6440
336	0	0	20	1.0000	133.9324
1498	1	1	26	0.9630	4937.4704
306	0	21	0	1.0000	0.0000
1906	0	28	24	0.5385	55.1852
423	1	25	0	1.0000	198.7428
546	0	0	27	1.0000	621.8635
476	0	0	24	1.0000	231.9512
22	0	22	0	1.0000	0.0000
1779	1	0	16	1.0000	114.5235
42	0	35	0	1.0000	0.0000
647	0	0	31	1.0000	304.1905
419	1	27	0	1.0000	192.0462
207	0	0	28	1.0000	296.6527
1611	1	23	0	1.0000	315.1134
330	0	28	0	1.0000	0.0000
1704	0	0	17	1.0000	84.1127
1358	1	23	1	0.9583	253.0592
475	0	22	0	1.0000	226.5142
355	1	32	0	1.0000	296.4108
1747	0	25	0	1.0000	279.4550
1890	1	21	9	0.7000	43.6280
1930	0	18	22	0.5500	0.0000
1204	0	0	33	1.0000	84.9763
1831	0	15	11	0.5769	151.1698
570	1	0	27	1.0000	276.3399
1165	0	0	26	1.0000	66.9011
119	0	29	0	1.0000	81.5929
1700	0	1	35	0.9722	100.3705
1116	1	0	19	1.0000	220.9925
1589	0	0	37	1.0000	192.3500
1762	0	21	0	1.0000	244.0248
949	0	34	0	1.0000	0.0000
893	0	4	5	0.5556	57.1930
1534	1	24	0	1.0000	260.5835
630	0	27	18	0.6000	0.0000
763	0	23	0	1.0000	235.4307
180	1	22	1	0.9565	45.8388
627	0	14	2	0.8750	46.3331
310	1	1	32	0.9697	38.6941
79	0	0	38	1.0000	393.8994
498	0	33	0	1.0000	0.0000
1644	1	0	17	1.0000	344.6395
938	0	1	24	0.9600	156.2048
1175	0	0	29	1.0000	0.0000
1677	0	0	27	1.0000	337.5307
1375	1	0	17	1.0000	173.6784
1765	0	30	0	1.0000	150.0695
457	0	34	0	1.0000	122.0841
126	1	0	25	1.0000	298.0460
865	0	24	0	1.0000	196.2593
1444	0	0	28	1.0000	96.5990
1868	0	17	22	0.5641	0.0000
132	1	0	31	1.0000	59.9226
1287	0	19	0	1.0000	234.2988
1364	0	0	32	1.0000	0.0000
1855	0	17	20	0.5405	0.0000
1230	1	0	22	1.0000	96.7873
1353	1	32	1	0.9697	411.7770
1154	0	24	0	1.0000	31.3651
893	1	22	26	0.5417	57.1930
1079	0	28	0	1.0000	0.0000
177	0	27	0	1.0000	196.7534
142	0	1	22	0.9565	266.6675
830	0	34	0	1.0000	0.0000
451	0	31	0	1.0000	48.0926
1649	1	1	19	0.9500	57.6417
1304	1	19	3	0.8636	33.4407
198	0	34	28	0.5484	0.0000
661	1	18	1	0.9474	38.9289
667	0	25	1	0.9615	55.3534
1053	0	26	0	1.0000	312.5032
242	1	0	33	1.0000	209.7453
245	1	5	12	0.7059	37.9590
370	1	30	1	0.9677	116.9706
384	0	0	31	1.0000	253.9054
1495	1	0	22	1.0000	487.9784
1037	0	1	21	0.9545	130.7464
591	0	1	20	0.9524	62.2185
1297	1	0	20	1.0000	242.0944
1247	0	29	0	1.0000	41.4622
1035	0	23	0	1.0000	43.1517
936	1	0	34	1.0000	258.7913
1199	1	0	24	1.0000	163.1175
435	1	0	26	1.0000	231.0879
1818	0	25	19	0.5682	0.0000
1297	0	35	0	1.0000	242.0944
1046	1	21	0	1.0000	34.4337
1622	1	6	26	0.8125	78.8391
1498	2	1	17	0.9444	4937.4704
1384	0	5	1	0.8333	42.5194
1370	0	28	0	1.0000	205.8687
497	0	0	29	1.0000	83.7802
1270	1	25	0	1.0000	340.0680
1097	0	25	1	0.9615	94.7988
422	1	23	0	1.0000	37.6632
677	0	0	28	1.0000	48.9574
1455	0	20	0	1.0000	0.0000
172	1	29	1	0.9667	49.9509
1563	1	22	0	1.0000	992.9097
1157	1	3	16	0.8421	74.4839
107	0	29	0	1.0000	310.8225
739	0	2	22	0.9167	73.3996
1025	0	0	23	1.0000	78.6128
1356	0	27	0	1.0000	147.4420
1017	1	1	25	0.9615	40.4793
360	2	16	8	0.6667	684.1267
1712	0	2	13	0.8667	64.2303
585	0	26	2	0.9286	90.5052
906	0	0	34	1.0000	0.0000
1200	0	1	28	0.9655	92.5044
1773	0	29	0	1.0000	351.0740
1612	1	0	28	1.0000	260.2402
726	1	18	0	1.0000	55.4082
920	1	26	3	0.8966	52.4435
1173	2	2	40	0.9524	250.4350
1268	1	0	15	1.0000	166.8928
1436	0	29	0	1.0000	0.0000
1082	0	5	6	0.5455	74.0331
1660	0	0	27	1.0000	226.8194
1444	1	26	0	1.0000	96.5990
952	0	0	36	1.0000	221.9006
218	0	5	35	0.8750	47.2164
391	0	29	0	1.0000	295.0431
499	0	27	0	1.0000	0.0000
571	0	40	0	1.0000	166.7631
947	1	0	23	1.0000	33.1455
377	1	0	32	1.0000	429.4369
0	0	22	0	1.0000	0.0000
1725	0	0	36	1.0000	295.6495
1411	1	26	0	1.0000	333.1453
739	1	24	0	1.0000	73.3996
814	1	28	0	1.0000	257.4829
1112	1	32	18	0.6400	61.7961
1916	0	20	2	0.9091	61.3713
850	0	0	27	1.0000	237.9724
1682	1	21	0	1.0000	67.5567
1675	0	27	0	1.0000	0.0000
902	0	0	33	1.0000	0.0000
1728	1	0	25	1.0000	306.1021
367	0	0	32	1.0000	0.0000
1603	0	2	26	0.9286	300.9694
1384	1	13	21	0.6176	42.5194
312	0	0	28	1.0000	171.9680
1878	0	19	20	0.5128	0.0000
703	0	26	0	1.0000	0.0000
1395	0	16	0	1.0000	0.0000
1492	0	1	19	0.9500	53.3011
313	1	0	23	1.0000	209.0952
1312	0	30	0	1.0000	321.2345
1571	0	0	34	1.0000	349.4399
160	0	0	32	1.0000	239.3782
487	1	26	0	1.0000	297.7802
257	1	26	0	1.0000	99.5686
1890	0	0	5	1.0000	43.6280
318	1	3	19	0.8636	763.2707
1488	0	0	21	1.0000	175.2556
73	1	1	1	0.5000	54.9679
818	0	3	24	0.8889	87.8292
1933	0	2	3	0.6000	280.7751
508	0	0	29	1.0000	0.0000
354	0	32	0	1.0000	252.1247
247	0	18	32	0.6400	36.7214
3	0	22	0	1.0000	0.0000
1373	0	19	0	1.0000	52.8011
224	1	0	28	1.0000	197.1388
1248	1	16	14	0.5333	2484.9854
1263	0	0	28	1.0000	0.0000
1191	0	0	28	1.0000	323.8551
1924	0	24	13	0.6486	0.0000
329	1	28	0	1.0000	174.1524
1237	0	0	31	1.0000	118.4397
1216	1	35	1	0.9722	106.8075
359	0	0	23	1.0000	0.0000
346	1	1	23	0.9583	117.4799
220	1	19	6	0.7600	42.8760
518	0	28	1	0.9655	78.9093
486	1	23	0	1.0000	208.5144
1189	1	29	0	1.0000	118.1765
391	1	0	27	1.0000	295.0431
236	1	1	29	0.9667	236.2478
991	1	14	0	1.0000	160.3432
1121	0	39	33	0.5417	0.0000
187	0	18	1	0.9474	189.6405
808	0	28	20	0.5833	71.0756
44	3	25	0	1.0000	1311.5147
1146	0	22	26	0.5417	0.0000
335	0	1	20	0.9524	64.9240
254	0	33	21	0.6111	0.0000
841	4	0	24	1.0000	3458.8883
1517	1	0	23	1.0000	59.0917
1120	0	0	27	1.0000	307.4324
100	1	24	1	0.9600	74.2286
1305	1	24	9	0.7273	39.8199
1571	1	29	0	1.0000	349.4399
191	0	3	26	0.8966	51.6895
434	0	19	0	1.0000	191.9884
444	1	2	7	0.7778	48.5634
402	1	30	0	1.0000	126.0182
748	1	0	28	1.0000	93.1352
1822	0	28	17	0.6222	0.0000
753	1	0	29	1.0000	294.1173
928	1	0	21	1.0000	191.7650
243	0	0	21	1.0000	40.7470
963	1	23	0	1.0000	65.6410
865	1	0	25	1.0000	196.2593
1523	0	0	29	1.0000	308.7604
1610	0	0	31	1.0000	0.0000
1315	0	1	20	0.9524	250.2987
1672	0	21	4	0.8400	60.9047
1703	0	0	25	1.0000	119.1002
1759	1	0	29	1.0000	305.6506
462	1	1	28	0.9655	68.1481
1179	1	22	0	1.0000	146.9347
597	0	0	27	1.0000	280.3542
1303	0	0	23	1.0000	242.9990
1802	0	18	21	0.5385	0.0000
1243	0	0	23	1.0000	56.1087
858	0	32	0	1.0000	560.5532
1366	0	0	29	1.0000	71.2702
238	0	0	33	1.0000	66.7736
328	0	0	22	1.0000	125.2360
1280	0	0	24	1.0000	95.5549
1927	0	0	24	1.0000	62.2171
443	1	9	7	0.5625	44.9845
1030	0	0	27	1.0000	0.0000
764	0	35	0	1.0000	0.0000
1259	0	0	36	1.0000	204.2588
894	0	20	21	0.5122	47.5105
1080	0	0	26	1.0000	0.0000
1911	0	17	20	0.5405	0.0000
973	1	0	24	1.0000	293.4744
1300	1	19	0	1.0000	62.9949
1790	0	17	19	0.5278	0.0000
1717	1	26	0	1.0000	255.3831
1185	1	0	25	1.0000	124.2971
1373	1	0	18	1.0000	52.8011
1387	0	0	20	1.0000	255.5601
1065	0	25	18	0.5814	0.0000
1628	0	20	0	1.0000	32.8740
945	0	22	0	1.0000	205.4517
1668	1	32	0	1.0000	265.2846
775	0	0	26	1.0000	112.8743
1378	1	2	19	0.9048	49.4455
380	0	1	7	0.8750	109.6080
1665	1	24	0	1.0000	83.0711
523	0	8	9	0.5294	45.1258
687	0	34	0	1.0000	272.8022
325	0	9	8	0.5294	54.5661
446	0	33	0	1.0000	344.0687
1476	0	21	19	0.5250	47.1347
1710	1	0	28	1.0000	305.9535
179	1	33	0	1.0000	71.8505
1775	0	28	0	1.0000	0.0000
1713	1	0	23	1.0000	244.7464
353	1	26	1	0.9630	92.5582
735	0	30	0	1.0000	318.5471
670	1	1	40	0.9756	201.5772
919	0	23	20	0.5349	0.0000
1338	0	0	25	1.0000	156.5496
5	1	30	0	1.0000	139.2348
423	0	0	28	1.0000	198.7428
134	0	0	24	1.0000	250.7310
812	0	17	23	0.5750	53.7888
1379	1	28	0	1.0000	37.1576
1623	1	24	0	1.0000	73.9817
1420	1	7	26	0.7879	55.2119
1116	0	27	0	1.0000	220.9925
112	0	24	0	1.0000	0.0000
209	0	23	0	1.0000	251.5094
912	1	25	2	0.9259	85.8106
1118	1	0	19	1.0000	176.4226
1498	0	24	0	1.0000	4937.4704
1458	1	29	1	0.9667	81.5377
1777	0	30	20	0.6000	0.0000
381	1	29	5	0.8529	55.4502
955	0	18	4	0.8182	51.2297
285	0	23	0	1.0000	204.7519
932	0	5	2	0.7143	58.5900
1717	0	0	34	1.0000	255.3831
1870	0	22	23	0.5111	0.0000
199	0	28	27	0.5091	0.0000
691	0	0	29	1.0000	60.5921
551	1	2	26	0.9286	57.3233
573	0	0	26	1.0000	217.0660
1365	1	0	27	1.0000	246.9673
1706	0	22	0	1.0000	0.0000
1909	0	16	0	1.0000	36.9490
178	1	29	0	1.0000	123.2989
1401	1	31	0	1.0000	317.2647
918	0	24	28	0.5385	0.0000
1453	0	24	24	0.5000	0.0000
441	0	2	34	0.9444	75.7280
313	0	35	0	1.0000	209.0952
879	1	1	30	0.9677	45.9289
442	0	0	24	1.0000	229.4612
1928	0	32	16	0.6667	356.0444
217	0	1	31	0.9688	59.5481
