0	0	-6.082664382899793
0	1	-5.856000744710855
0	2	-5.833267812616953
0	3	-5.950988216015048
0	4	-5.7093521659624
0	5	-5.711144264598374
1	0	-5.89620814158252
1	1	-5.827060623318914
1	2	-5.821928478580446
1	3	-5.956514678702774
1	4	-5.588617109005099
1	5	-5.590368423525831
2	0	-6.083456622172662
2	1	-5.856000744710229
2	2	-5.83326781261718
2	3	-5.950988216015219
2	4	-5.709352165962571
2	5	-5.711144297437329
3	0	-6.0848334782623965
3	1	-5.8560007447101725
3	2	-5.833267812616782
3	3	-5.9376837841921315
3	4	-5.709352165962173
3	5	-5.71114429872199
4	0	5.947182985389418
4	1	5.633974519754474
4	2	3.753274662867227
4	3	6.089158691779858
4	4	5.7559347185311935
4	5	0
5	0	-6.08483347826251
5	1	-5.856000744710286
5	2	-5.833267812616782
5	3	-5.950988216014821
5	4	-5.709352165962287
5	5	-3.7740314220002347
6	0	5.931878403744292
6	1	5.778687158200455
6	2	5.769526941400386
6	3	5.879748352621334
6	4	5.823038869851416
6	5	5.8230173245919445
7	0	-6.084826208820914
7	1	-5.850077627772066
7	2	0
7	3	-5.9509882158965866
7	4	0
7	5	-5.711144298722786
8	0	-5.8962081415825764
8	1	-5.827060623318857
8	2	-5.821957775079454
8	3	-5.956514678702149
8	4	-5.588617109132144
8	5	-5.590368423525888
9	0	0
9	1	-5.827060623318289
9	2	-4.143972081261438
9	3	-5.956514678701751
9	4	-5.588617109131121
9	5	-5.590368423525035
10	0	-5.705834712263368
10	1	-5.8560007447104
10	2	-5.833267812616555
10	3	-5.350920480765296
10	4	-5.7093521659626845
10	5	-2.8069026588876795
11	0	-6.0848334513282225
11	1	-5.8560007447043745
11	2	0
11	3	-5.950988216016185
11	4	-5.70935007522047
11	5	-5.71114429872415
12	0	-5.8962080129819014
12	1	3.931152391311116
12	2	-5.8219577750771805
12	3	-5.956514678700103
12	4	-5.588617081272389
12	5	-5.590368418676803
13	0	5.947182986703638
13	1	5.6339745197529965
13	2	5.639251807194114
13	3	6.089133606099153
13	4	5.88148325227462
13	5	5.878208780341538
14	0	-6.084833478262567
14	1	-5.8560007447104
14	2	-5.833254169821771
14	3	0
14	4	-5.354405692888292
14	5	-5.7111442987211944
15	0	-6.052441357673217
15	1	-5.856000743821653
15	2	-5.833267811727637
15	3	-5.95098821512579
15	4	-5.709293942018348
15	5	-5.711144297832789
16	0	-5.896208141581667
16	1	-5.8270606233180615
16	2	-3.9242202048825447
16	3	-5.956514678702263
16	4	-5.588617109131519
16	5	-5.590285841562206
17	0	-5.896206687687766
17	1	-5.826975806254438
17	2	-5.821957773828217
17	3	-5.956454263223179
17	4	-5.588617107880225
17	5	-5.590368422274253
18	0	-5.8962081415818375
18	1	-5.827060623037255
18	2	0
18	3	-5.956514678701922
18	4	5.841687767995211
18	5	-5.590368423524751
19	0	5.946594006309169
19	1	5.633974519753508
19	2	5.639251807194
19	3	5.152341725292331
19	4	0
19	5	5.873208983178699
20	0	-6.0848334782620555
20	1	-5.856000744710059
20	2	-5.833267812616043
20	3	0
20	4	-5.709352165960809
20	5	-5.644301712802587
21	0	5.903137808581562
21	1	5.797743675882771
21	2	5.787296376949655
21	3	5.897517788187145
21	4	5.8408099893424605
21	5	5.840502370690274
22	0	-6.084833478262453
22	1	-5.856000744710343
22	2	-5.833267812615873
22	3	0
22	4	-5.709352165962002
22	5	-5.7111442987222745
23	0	5.950525618042434
23	1	5.685326155681082
23	2	5.788174155698357
23	3	5.898395566919476
23	4	5.8416877680748485
23	5	5.784880465208971
24	0	-6.084833478262624
24	1	-5.8560000916901345
24	2	-4.578913554404551
24	3	-5.9509882160153325
24	4	-5.704532795635259
24	5	0
25	0	-5.217721250736474
25	1	-5.856000709267619
25	2	-5.8330691070653415
25	3	-5.950988180571699
25	4	-5.709352130519221
25	5	-5.71114426326659
26	0	5.943680083163713
26	1	5.570193842709159
26	2	4.1249910112688895
26	3	6.0726236448479085
26	4	0
26	5	5.8830978382540025
27	0	5.947138999040931
27	1	5.633974519753451
27	2	5.639225095696361
27	3	6.088869600871817
27	4	5.881483252373869
27	5	5.883055758845103
28	0	5.949647839311638
28	1	5.770966565859453
28	2	5.787296376967561
28	3	5.897517788028836
28	4	4.063923769892085
28	5	5.8407867649074205
29	0	-6.084833478263931
29	1	-2.8527692910002997
29	2	-5.833267812617919
29	3	0
29	4	-5.70934989650118
29	5	3.3594173169780106
30	0	-5.895627590345384
30	1	-5.823846316099889
30	2	-5.731998793917114
30	3	0
