30	4	-5.588617109110942
30	5	-5.590368423496329
31	0	3.354899220732591
31	1	5.798621454704971
31	2	5.788174155699721
31	3	5.896146901211978
31	4	5.841687768076895
31	5	5.841664531566948
32	0	-6.084833478261885
32	1	-3.9923079550245575
32	2	0
32	3	-5.950779619269042
32	4	-5.605798741949002
32	5	-5.711144091968549
33	0	5.9471829857074
33	1	5.633974489519801
33	2	5.63925180719059
33	3	4.167867616287708
33	4	5.88148325237421
33	5	5.883055522492782
34	0	4.256715069561778
34	1	4.273059190592676
34	2	5.7881741556992665
34	3	5.898395566920385
34	4	5.841687768075872
34	5	5.841664543640377
35	0	-4.180661687624593
35	1	-5.854314443132353
35	2	-5.833267808108758
35	3	-5.9509882036658155
35	4	-5.709352165962343
35	5	-5.711144298722445
36	0	0
36	1	0
36	2	5.788172034103354
36	3	5.898395566675276
36	4	5.841687768067004
36	5	5.841664441146349
37	0	0
37	1	-4.737321727153926
37	2	-5.833267812617237
37	3	-5.940299873211529
37	4	-5.709231573253419
37	5	-5.711144298723184
38	0	5.947182986703638
38	1	5.55986913026652
38	2	5.637948270753554
38	3	6.089158691484272
38	4	4.2046061196346045
38	5	5.883055758842829
39	0	-6.084833478261544
39	1	-5.85600074470949
39	2	-5.833267812615418
39	3	0
39	4	-5.7093427714660265
39	5	-5.711144298721024
40	0	5.749602900799005
40	1	5.798621454183376
40	2	5.788121501942101
40	3	5.8983692825229355
40	4	0
40	5	5.8416645436398085
41	0	5.947182986704092
41	1	5.633974519753679
41	2	5.6392518071932045
41	3	6.089158691779517
41	4	5.881483252257908
41	5	5.88305575884408
42	0	5.950525618085408
42	1	5.798621454725435
42	2	5.788171925092911
42	3	5.898395566956992
42	4	5.841687453792588
42	5	5.8416645395855085
43	0	-5.894756652605338
43	1	-5.825853467211459
43	2	-5.820750590262605
43	3	-5.94390682833739
43	4	-5.587409953163046
43	5	-5.589161267556733
44	0	5.9534984124095445
44	1	4.6194773249784475
44	2	5.645567232899225
44	3	6.095474117484969
44	4	0
44	5	5.889371184549304
0	-1	1
1	-1	0
2	-1	1
3	-1	1
4	-1	1
5	-1	1
6	-1	0
7	-1	1
8	-1	0
9	-1	0
10	-1	1
11	-1	1
12	-1	0
13	-1	1
14	-1	1
15	-1	1
16	-1	0
17	-1	0
18	-1	0
19	-1	1
20	-1	1
21	-1	0
22	-1	1
23	-1	0
24	-1	1
25	-1	1
26	-1	1
27	-1	1
28	-1	0
29	-1	1
30	-1	0
31	-1	0
32	-1	1
33	-1	1
34	-1	0
35	-1	1
36	-1	0
37	-1	1
38	-1	1
39	-1	1
40	-1	0
41	-1	1
42	-1	0
43	-1	0
44	-1	1
0	-2	0
1	-2	0
2	-2	0
3	-2	0
4	-2	1
5	-2	0
6	-2	1
7	-2	0
8	-2	0
9	-2	0
10	-2	0
11	-2	0
12	-2	0
13	-2	1
14	-2	0
15	-2	0
16	-2	0
17	-2	0
18	-2	0
19	-2	1
20	-2	0
21	-2	1
22	-2	0
23	-2	1
24	-2	0
25	-2	0
26	-2	1
27	-2	1
28	-2	1
29	-2	0
30	-2	0
31	-2	1
32	-2	0
33	-2	1
34	-2	1
35	-2	0
36	-2	1
37	-2	0
38	-2	1
39	-2	0
40	-2	1
41	-2	1
42	-2	1
43	-2	0
44	-2	1
